molecule,Patient,Sample,Depth,Treat,hydroxyphenazine,pyocyanin,Phenazine-1-carboxylic acid,PCN,Pyochelin,NHQ,quinolone286a,quinolone286b,C9:db NHQ,HHQ,db HQNO,C11:db UHQa,C11:db UHQb,quinolone300,quinolone268,quinolone216,db HHQ,quinolone,quinolone202,quinolone282,quinolone312a,quinolone312b,quinolone328,quinolone354,quinolone370,HQNO,PQS,HQNO246a,HQNO246b,HQNO232,NQNO,C9 PQS,quinolone200,HQNO218,HQNO344,PQS302,PQS342,Rha668,RhaC10C10,RhaC10C10b,Rha682,Rha694,Rha696,Rha665,Rha724,Rha679,Rha696,Ampicillin,Rha522Na,Rha527Na,Rha673Na
X350_NT9_BA9_01_32273,350,NT,9,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X350_NT8_BA8_01_32272,350,NT,8,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X350_NT7_BA7_01_32271,350,NT,7,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X350_NT6_BA6_01_32270,350,NT,6,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X350_NT5_BA5_01_32269,350,NT,5,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X350_NT4_BA4_01_32268,350,NT,4,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X350_NT3_BA3_01_32267,350,NT,3,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X350_NT2_BA2_01_32266,350,NT,2,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X350_NT10_BA10_01_32274,350,NT,10,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X350_NT1_BA1_01_32265,350,NT,1,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X353_NT9_GF9_01_32452,353,NT,9,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X353_NT8_GF8_01_32451,353,NT,8,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X353_NT7_GF7_01_32450,353,NT,7,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X353_NT6_GF6_01_32449,353,NT,6,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X353_NT5_GF5_01_32448,353,NT,5,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X353_NT4_GF4_01_32447,353,NT,4,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X353_NT3_GF3_01_32446,353,NT,3,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X353_NT2_GF2_01_32445,353,NT,2,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X353_NT1_GF1_01_32444,353,NT,1,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
